Ensembl_ID	Gene_symbol	contrast	type	dir	n_datasets	datasets	mean_log2FC	max_padj
ENSG00000186417	GLDN	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	1.3124590701636063	0.019563479836222586
ENSG00000186417	GLDN	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	1.2947462888183559	0.0024973920416318067
ENSG00000186648	CARMIL3	F3_vs_F0	baseline	down	2	GSE130970,GSE135251	-0.917501790320878	0.0014464230307571313
ENSG00000186648	CARMIL3	F4_vs_F0	baseline	down	2	GSE135251,GSE162694	-1.6436879735880638	6.52847527034754e-5
ENSG00000186648	CARMIL3	F4_vs_F1	between_strata	down	2	GSE135251,GSE162694	-1.3719551016232379	3.198001002193185e-4
ENSG00000186648	CARMIL3	F4_vs_F2	between_strata	down	2	GSE135251,GSE162694	-1.2511680629074675	0.0016653766195993227
ENSG00000186806	VSIG10L	F4_vs_F0	baseline	up	2	GSE135251,GSE162694	0.7253302700894497	0.0017209723471519095
ENSG00000186994	KANK3	F4_vs_F1	between_strata	up	2	GSE135251,GSE162694	0.7652933188202863	0.03129755139100895
ENSG00000187109	NAP1L1	F4_vs_F0	baseline	up	2	GSE130970,GSE162694	0.7220959493140302	0.010974241566019605
ENSG00000187109	NAP1L1	F4_vs_F1	between_strata	up	2	GSE130970,GSE162694	0.6779462153727108	0.04413673203948455
ENSG00000187288	CIDEC	F3_vs_F0	baseline	up	2	GSE130970,GSE135251	1.2724709490401032	0.030048667214822203
ENSG00000187498	COL4A1	F3_vs_F0	baseline	up	2	GSE135251,GSE162694	0.9540355640239728	0.006923056149158376
ENSG00000187498	COL4A1	F4_vs_F0	baseline	up	3	GSE130970,GSE135251,GSE162694	1.7359881945474283	6.894299315013317e-5
ENSG00000187498	COL4A1	F4_vs_F1	between_strata	up	3	GSE130970,GSE135251,GSE162694	1.5512444019164764	9.456439635294135e-4
ENSG00000187498	COL4A1	F4_vs_F2	between_strata	up	3	GSE130970,GSE135251,GSE162694	1.3534586301583467	0.03345792914264254
ENSG00000187498	COL4A1	F4_vs_F3	between_strata	up	2	GSE130970,GSE162694	1.182955123924697	0.026986733995426483
ENSG00000187514	PTMA	F4_vs_F0	baseline	up	2	GSE130970,GSE162694	0.7028317180712478	0.03090917136769139
